Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city's water supply,Timescale,Magnitude,Risk description,Current population,Population year,City Location
54459,City of ReykjavÃ­k,ReykjavÃ­k,Iceland,Europe,public,,2018,Increased water stress or scarcity,Long-term,Less Serious,"Changes in rainfall, more flash-floods because of freeze-melt periods during winter and drought during summer is a potential risk. More flash-floods have been occurring but as of yet droughts and less rainfall has not been an issue. Climate change could affect these factors.",123246,2017,"(64.1265, -21.8174)"
54478,Gemeente Nijmegen,Nijmegen,Netherlands,Europe,public,,2018,Declining water quality,Current,Serious,"Nijmegen had two water winning areas. The old one (hundred years old) is closed now, because it was situated right underneath the city centre. Due to a lot of soil and ground water conteminations it was too costly for purifying the ground water. Also the other water win ara has some threats, but they are minor.",175000,2017,"(51.8449, 5.84282)"
54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,public,,2018,Increased water stress or scarcity,Current,Extremely serious,NA,443243,2017,"(37.799, -1.00495)"
54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,public,,2018,Declining water quality,Current,Serious,NA,443243,2017,"(37.799, -1.00495)"
54517,City Ã–rebro,Ã–rebro,Sweden,Europe,public,,2018,Increased water stress or scarcity,Long-term,Less Serious,NA,150291,2017,"(59.2741, 15.2066)"
54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Increased water stress or scarcity,Medium-term,Serious,Drought conditions affecting water supply and service delivery.,349500,2016,"(52.6333, -1.1333)"
54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Inadequate or ageing infrastructure,Medium-term,Serious,Disruption of supply.,349500,2016,"(52.6333, -1.1333)"
54575,Vhembe District Municipality,Vhembe,South Africa,Africa,public,,2018,Declining water quality,Long-term,Extremely serious,Decrease in water quality due to less quantities as a result of low rainfall,1441178,2017,"(-22.7695, 29.974)"
54575,Vhembe District Municipality,Vhembe,South Africa,Africa,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,Decrease in potable water due to drought.,1441178,2017,"(-22.7695, 29.974)"
54579,Sekhukhune District Municipality,Sekhukhune District Municipality,South Africa,Africa,public,,2018,Declining water quality,NA,NA,Polluted water may cause diseases.  Lack of water for all community members. There is inadequate surface water and the available water is becoming polluted due to lack of proper waste disposal especially in rural areas.,1076840,2011,"(-24.8335, 29.974)"
54608,Alcaldia de MonterÃ­a,MonterÃ­a,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Current,Serious,"Si bien la zona urbana de MonterÃ­a no presenta problemas de desabastecimiento de agua debido a que la ciudad estÃ¡ atravesada de sur a norte por el rÃ­o SinÃº el cual es la fuente de abastecimiento de las plantas de tratamiento de agua potable, la zona rural presenta problemas de abastecimiento de agua. Cada vez es mÃ¡s grave la escasez de agua durante el periodo seco en la zona rural de MonterÃ­a.",441301,2015,"(8.74798, -75.8814)"
54608,Alcaldia de MonterÃ­a,MonterÃ­a,Colombia,Latin America,public,,2018,Declining water quality,Short-term,Less Serious,"No existe tratamiento de las aguas residuales en la zona rural, la cual comprende la mayor parte de la extensiÃ³n territorial de la ciudad, por lo que se realizan vertimientos de aguas residuales directamente a los cuerpos de agua entre ellos el rÃ­o SinÃº, el cual es la fuente de abastecimiento de las plantas de tratamiento de la zona urbana, por lo que dichos vertimientos sin tratamiento previo estÃ¡n alterando la calidad del agua (en cuanto a parÃ¡metros fisicoquÃ­micos y microbiolÃ³gicos)",441301,2015,"(8.74798, -75.8814)"
54625,Prefeitura de Londrina,Londrina,Brazil,Latin America,public,,2018,Declining water quality,Medium-term,Serious,fonte de poluiÃ§Ã£o decorrente de inadequaÃ§Ãµes de saneamento que impactam no aumento do custo de tratamento.,506701,2010,"(-23.3356, -51.1505)"
54625,Prefeitura de Londrina,Londrina,Brazil,Latin America,public,,2018,Higher water prices,Medium-term,Less Serious,NA,506701,2010,"(-23.3356, -51.1505)"
54631,Prefeitura de Cajamar,Cajamar,Brazil,Latin America,public,,2018,Increased water demand,Short-term,Extremely serious,Falta de abastecimento de Ã¡gua em decorrÃªncia da alta demanda devido ao adensamento populacional em expansÃ£o.,73921,2016,"(-23.3646, -46.8725)"
54631,Prefeitura de Cajamar,Cajamar,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,"Crise hÃ­drica nas principais represas do Estado, com volumes abaixo do normal.",73921,2016,"(-23.3646, -46.8725)"
54631,Prefeitura de Cajamar,Cajamar,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Less Serious,NA,73921,2016,"(-23.3646, -46.8725)"
54633,Prefeitura de Lorena,Lorena,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,NA,87980,2017,"(-22.7339, -45.1201)"
54633,Prefeitura de Lorena,Lorena,Brazil,Latin America,public,,2018,Declining water quality,Medium-term,Extremely serious,NA,87980,2017,"(-22.7339, -45.1201)"
54633,Prefeitura de Lorena,Lorena,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,NA,87980,2017,"(-22.7339, -45.1201)"
54633,Prefeitura de Lorena,Lorena,Brazil,Latin America,public,,2018,Energy supply issues,Long-term,Serious,NA,87980,2017,"(-22.7339, -45.1201)"
54637,AlcaldÃ­a de Cuenca,Cuenca,Ecuador,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Extremely serious,"Debido a los conflictos de uso de suelo, ya sea por la demanda de suelo apra vivienda o por intereses economicos como la miemria metalica , se podrian afectar las fuentes hidurcas sobretodo cuando se realizan actividades extractivas en xzonas de recarga hidruca o en pÃ¡ramos",505585,2010,"(-2.90841, -79.0048)"
54641,Prefeitura de Limeira,Limeira,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Less Serious,O aumento das perdas; a nÃ£o conservaÃ§Ã£o adequada dos mananciais; a expansÃ£o imobiliÃ¡ria na Ã¡rea rural.,276022,2010,"(-22.5665, -47.3974)"
54666,Prefeitura Municipal da EstÃ¢ncia TurÃ­stica de OlÃ­mpia,OlÃ­mpia,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,NA,Com longos perÃ­odos de seca a cidade pode vir a enfrentar problemas com o abastecimento de Ã¡gua.,51092,2014,"(-20.7371, -48.9111)"
54668,Prefeitura Municipal de Aparecida de GoiÃ¢nia,Aparecida de GoiÃ¢nia,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,NA,542090,2017,"(-16.6869, -49.2648)"
54683,Prefeitura Municipal de Franco da Rocha,Franco da Rocha,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Serious,"As mudanÃ§as climÃ¡ticas podem termodificado o ciclo das chuvas,produzindo uma crise hÃ­drica.",131.604,2010,"(-23.3094, -46.732)"
54688,Prefeitura Municipal de SÃ£o Vicente,SÃ£o Vicente,Brazil,Latin America,public,,2018,Increased water demand,Short-term,Less Serious,Alta demanda de Ã¡gua no perÃ­odo de temporada,333,2017,"(-23.963, -46.3919)"
55324,MunicÃ­pio de GuimarÃ£es,GuimarÃ£es,Portugal,Europe,public,,2018,Declining water quality,Long-term,Serious,"Increase in the number of flood events and more widespread, with predictable changes in urban watercourses management and affecting the water quality.",154458,2016,"(41.4443, -8.29224)"
55324,MunicÃ­pio de GuimarÃ£es,GuimarÃ£es,Portugal,Europe,public,,2018,NA,Long-term,Serious,"Increase in the number of flood events and more widespread, with predictable changes in urban watercourses management that will be severe and may affect more buildings, infrastructure and more vulnerable social groups. It may also lead to the instability of the watercourses banks and the destruction of flora.",154458,2016,"(41.4443, -8.29224)"
55331,MunicÃ­pio de Ãlhavo,Ãlhavo,Portugal,Europe,public,,2018,Increased water stress or scarcity,Medium-term,Serious,NA,38598,2017,"(38.85, -7.58)"
55331,MunicÃ­pio de Ãlhavo,Ãlhavo,Portugal,Europe,public,,2018,Declining water quality,Medium-term,Serious,NA,38598,2017,"(38.85, -7.58)"
55418,City of Huntington Beach,Huntington Beach,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,NA,The City relies on imported water supplies in addition to groundwater.  As the drought continues the City will have to rely more on the groundwater which is in an adjudicated basin and requires that water be injected back in so that subsidence does not occur.  Imported water is $979 per an acre foot which has risen dramatically over the past few years as imported deliveries were cut.,202498,2016,"(33.6603, -117.999)"
