Account No,Organisation,City,Country,Region,Access,C40,Reporting Year,Risks to city's water supply,Adaptation action,Action description,City Location
60898,Ayuntamiento de Naucalpan de JuÃ¡rez,Naucalpan de JuÃ¡rez,Mexico,Latin America,public,,2018,NA,Conservation awareness and education,"Cuidar el agua es responsabilidad de todos, por eso te invitamos a que atiendas las siguientes recomendaciones para un mejor uso y aprovechamiento del vital liquido. AdemÃ¡s estos consejos te pueden ser de utilidad no sÃ³lo para el cuidado del agua, sino tambiÃ©n del medio ambiente y la economÃ­a familiar.","(19.4631, -99.2453)"
61427,Municipality of Nacala,Nacala,Mozambique,Africa,public,,2018,Increased water stress or scarcity,Diversifying water supply (including new sources),NA,"(-14.5656, 40.6854)"
61790,"City of Emeryville, CA",Emeryville,United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,"Water conservation is part of the Green Business Certification process, and Emeryville's Water Efficient Landscape Ordinance requires low-water-use landscapes City-wide.","(37.8313, -122.285)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,Increased water stress or scarcity,NA,Tree planting,"(-15.8613, 27.7491)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,NA,Investment in existing water supply infrastructure,Improve the supply pattern and monitor those who vandalize the equipment. Set laws to protect and penalty charges to people found vandalizing the powerlines.,"(-15.8613, 27.7491)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,Declining water quality,Investment in existing water supply infrastructure,Investment in existing water supply infrastructure.Taking water samples to lab for analysis and installation of new pipes to avoid leakages and set water meters in households to regulate its misuse.,"(-15.8613, 27.7491)"
62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,public,,2018,Inadequate or aging infrastructure,Water metering,The City is installing a wireless water metering system that will also supply wifi to City residents. This will allow for quick detection of leaks.,"(40.0379, -76.3055)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Declining water quality,Diversifying water supply (including new sources),NA,"(31.3231, 34.344)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,NA,"(31.3231, 34.344)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Increased water stress or scarcity,Water metering,NA,"(31.3231, 34.344)"
63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,public,,2018,Increased water demand,Diversifying water supply (including new sources),NA,"(43.0333, -73.8167)"
63941,"Broward County, FL",Broward,United States of America,North America,public,,2018,Declining water quality,Conservation awareness and education,"NatureScape Broward teaches residents how to create a landscape that will conserve water, reduce pollution and create habitat to attract native and migratory wildlife. Creating a NatureScape will not only help to preserve our precious water resources, but will also add value to your home and save you money on your utility bills. NatureScapes emphasize the use of best management practices for landscaping. These are cost-effective, efficient, and simple methods for creating and maintaining water-wise and low maintenance yards with minimal use of fertilizers, pesticides and other chemicals and complying with mandatory outdoor water restrictions. Broward County received national standing as the first County to be recognized as a Community Wildlife Habitat by the National Wildlife Federation. This recognition underscores the Countyâ€™s commitment to the environment and efforts to involve individual residents, business owners, schools, and municipalities in local efforts to protect our natural resources. The Countyâ€™s efforts have focused on environmental outreach and education designed to preserve our water resources and create wildlife habitat. The creation and certification of NatureScapes has been fundamental to this effort. So far, over 4,000 properties have been certified as NatureScapes in Broward County.Each year the County hosts Water Matters Day to promote NatureScape to the community.","(26.1901, 80.3659)"
63941,"Broward County, FL",Broward,United States of America,North America,public,,2018,Declining water quality,Conservation incentives,"Broward County has the following programs in operation:-WaterSense Toilet Rebate Program which allows costumers to be eligible for $100 account credit for replacing an old toilet for a new high-efficient, low flow WaterSenseÂ® toilet.-Conservation Pay$ rebate program: Residents can receive up to $200 in rebates for replacing up to 2 toilets with High-Efficiency models. -Conservation Pay$  rebate programs for multifamily housing units and commercial buildings: The Partnership is offering rebates of up to $100 each for the replacement of toilets. The total number of rebates available to commercial and multifamily establishments is determined on a case-by-case basis. ???????????????","(26.1901, 80.3659)"
63941,"Broward County, FL",Broward,United States of America,North America,public,,2018,Declining water quality,Water use restrictions,"Broward County has an ordinance adopting year round irrigation restrictions.In general, NO watering of lawns and landscapes is allowed on Monday, Tuesday, and Fridays.  Residences and businesses with an odd-numbered street address may water lawns and landscapes on Wednesdays and/or Saturdays, only before 10:00 a.m. or after 4:00 p.m. Residences and businesses that use reuse water for irrigation are allowed to water all days, except between 10 a.m. - 4:00 p.m. Special exceptions may also apply if using a smart irrigation soil moisture sensor controller. Residences and businesses with an even-numbered street address, no street address, or those who irrigate both even and odd addresses within the same zones, which may include multi-family units and homeowners associations, may water lawns and landscapes on Thursdays and/or Sundays, only before 10:00 a.m. or after 4:00 p.m.","(26.1901, 80.3659)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,"The City of Miami Beach hosts workshops, including WE-LAB, for employees and residents which cover topics including water conservation and Florida Friendly Landscaping to encourage them to use less water at work and at home.","(25.7906, -80.13)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,Inadequate or aging infrastructure,Stormwater management (natural or man-made infrastructure),"As the City moves forward with its Stormwater Management program, it is upgrading or replacing aging infrastructure.","(25.7906, -80.13)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,NA,Stormwater management (natural or man-made infrastructure),"The Cityâ€™s stormwater management program was developed to keep our streets dry while protecting and improving the health of our waterways. In order to adapt to changes in sea level, the City is upgrading our gravity-based stormwater infrastructure with tidal control valves, pump stations, and other innovative structures to improve drainage as well as raising streets and seawalls.","(25.7906, -80.13)"
68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,El uso de canales para riego sera mejorado para asi reducir el uso de agua potable para riego,"(-12.1453, -77.0051)"
68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,public,,2018,Increased water stress or scarcity,Use of non-potable water outside,Se dara mayor importancia al uso de fuentes de agua  no potable,"(-12.1453, -77.0051)"
73240,Tuzla Municipality,Tuzla,Turkey,Europe,public,,2018,Increased water stress or scarcity,Conservation awareness and education,NA,"(44.5375, 18.6735)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,public,,2018,Inadequate or aging infrastructure,Diversifying water supply (including new sources),"Como forma de potenciar precisamos abrir varios furos de agua para complementar a existente , como forma de aumentar a acapacidade feito estudo,","(-12.9732, 40.5178)"
69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,"En el canal matriz Sauce la Leona, se revisten 1.000 metros de este importante cauce que beneficia a 1.500 hectÃ¡reas y a 344 usuarios. Se invierten allÃ­ 4,5 millones de pesos.En la hijuela Pampita, se estÃ¡ trabajando en el revestimiento de 800 metros de canal. El beneficio serÃ¡ para 1.389 hectÃ¡reas. Se invierten allÃ­ 5,5 millones.En el canal Toledano, la obra de revestimiento de mayor envergadura en la cuenca, se estÃ¡n revistiendo 3.700 metros de longitud en este cauce. La inversiÃ³n es de 14 millones de pesos.En tanto que, la SubdelegaciÃ³n estÃ¡ realizando tareas de limpieza en canales y descargadores de la red primaria de riego, en desagÃ¼e Los Claveles y tambiÃ©n, en la hijuela PiquillÃ­n. En la cuenca del Atuel, por su parte, se estÃ¡n ejecutando obras por $59 millones. Se estÃ¡ trabajando en el revestimiento del canal Matriz Real del Padre. Esta impermeabilizaciÃ³n de 974 metros beneficia a 5451 hectÃ¡reas y la inversiÃ³n es de 3 millones.","(-34.978, -67.6955)"
69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,"AQUALIBRO: Manual dirigido a escolares donde desde la didÃ¡ctica se enseÃ±a la historia del agua y sus usos, es parte de un completo programa de EducaciÃ³n en CiudadanÃ­a del Agua, que IrrigaciÃ³n puso en marcha como parte del Plan Agua 2020. Es un amplio material educativo, destinado a niÃ±os y consensuado entre equipos tÃ©cnicos del DGI (Departamento General de IrrigaciÃ³n) y la DGE (DirecciÃ³n General de Escuelas), graficado por el talentoso y reconocido ilustrador, Chanti.Es un material de estudio y juego. En sus contenidos podrÃ¡n encontrarse aspectos del recurso hÃ­drico como su historia, usos y la relevancia del mismo para la provincia de Mendoza. Los encargados de transmitir esos contenidos y acompaÃ±ar el aprendizaje, serÃ¡n personajes como Justo, el Tomero; Nieves, la gota de agua; y Cacique, el perro.","(-34.978, -67.6955)"
